Mon Sep  2 18:04:27 2024    profiler_stats.prof

         4895102 function calls (4595255 primitive calls) in 5.436 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       33    0.000    0.000    0.000    0.000 transforms.py:725(_eliminate_nested_withs)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:482(cache_from_source)
        3    0.000    0.000    0.000    0.000 models.py:439(__init__)
       54    0.000    0.000    0.000    0.000 models.py:53(get_return_type)
      317    0.000    0.000    0.000    0.000 models.py:239(as_argument)
       14    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
       48    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
       40    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       26    0.000    0.000    0.000    0.000 ssa.py:141(_get_scope)
      126    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       61    0.000    0.000    0.000    0.000 types.py:530(_wrap_packed)
       39    0.000    0.000    0.000    0.000 interpreter.py:1718(_var_used_in_binop)
        1    0.000    0.000    0.000    0.000 mathimpl.py:45(is_inf)
       27    0.000    0.000    0.000    0.000 weakref.py:352(__init__)
       25    0.000    0.000    0.000    0.000 randomimpl.py:27(const_int)
      138    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1374(assess_loop)
        1    0.000    0.000    0.000    0.000 npyfuncs.py:1583(np_real_isfinite_impl)
       37    0.000    0.000    0.000    0.000 cgutils.py:242(_get_be_type)
        2    0.000    0.000    0.000    0.000 numbers.py:1227(float_as_bool)
        4    0.000    0.000    0.000    0.000 npyimpl.py:86(store_data)
      222    0.000    0.000    0.000    0.000 event.py:262(__init__)
        2    0.000    0.000    0.000    0.000 numbers.py:431(int_and_impl)
        2    0.000    0.000    0.000    0.000 numbers.py:852(real_gt_impl)
      316    0.000    0.000    0.000    0.000 inspect.py:2790(default)
       33    0.000    0.000    0.000    0.000 untyped_passes.py:118(run_pass)
      106    0.000    0.000    0.000    0.000 codegen.py:560(_raise_if_finalized)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
        8    0.000    0.000    0.000    0.000 ir.py:405(inplace_binop)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:823(_module_repr_from_spec)
       33    0.000    0.000    0.000    0.000 utils.py:268(pop)
      276    0.000    0.000    0.000    0.000 templates.py:57(pysig)
        3    0.000    0.000    0.000    0.000 ir.py:1316(remove)
       28    0.000    0.000    0.000    0.000 errors.py:551(contexts)
       14    0.000    0.000    0.000    0.000 misc.py:325(__init__)
        4    0.000    0.000    0.000    0.000 {method 'round' of 'numpy.ndarray' objects}
       64    0.000    0.000    0.000    0.000 npytypes.py:514(is_precise)
       54    0.000    0.000    0.000    0.000 builder.py:190(__init__)
        4    0.000    0.000    0.000    0.000 builtins.py:450(bool_sequence)
      147    0.000    0.000    0.000    0.000 cpu.py:113(codegen)
      105    0.000    0.000    0.000    0.000 {method 'co_lines' of 'code' objects}
       12    0.000    0.000    0.000    0.000 ir.py:464(pair_second)
       67    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
       12    0.000    0.000    0.000    0.000 ir.py:458(pair_first)
       10    0.000    0.000    0.000    0.000 builtins.py:971(generic)
      142    0.000    0.000    0.000    0.000 callconv.py:862(_get_return_argument)
       74    0.000    0.000    0.000    0.000 inspect.py:300(ismethod)
       22    0.000    0.000    0.000    0.000 extending.py:370(__repr__)
       23    0.000    0.000    0.000    0.000 dispatcher.py:709(_callback_add_compiler_timer)
      143    0.000    0.000    0.000    0.000 instructions.py:230(return_value)
      205    0.000    0.000    0.000    0.000 interpreter.py:1778(code_locals)
        2    0.000    0.000    0.000    0.000 containers.py:256(__unliteral__)
       79    0.000    0.000    0.000    0.000 funcdesc.py:62(<genexpr>)
        3    0.000    0.000    0.000    0.000 containers.py:402(__init__)
       25    0.000    0.000    0.000    0.000 ir.py:1357(insert_before_terminator)
      243    0.000    0.000    0.000    0.000 byteflow.py:2023(blocks)
      147    0.000    0.000    0.000    0.000 module.py:204(get_identified_types)
       27    0.000    0.000    0.000    0.000 codegen.py:880(_object_compiled_hook)
        9    0.000    0.000    0.000    0.000 builtins.py:515(generic)
      181    0.000    0.000    0.000    0.000 typeinfer.py:196(__init__)
        2    0.000    0.000    0.000    0.000 pythonapi.py:1196(borrow_none)
       27    0.000    0.000    0.000    0.000 callconv.py:108(init_call_helper)
        4    0.000    0.000    0.000    0.000 npyimpl.py:89(return_val)
       72    0.000    0.000    0.000    0.000 inspect.py:955(<genexpr>)
        1    0.000    0.000    0.000    0.000 models.py:1209(__init__)
      224    0.000    0.000    0.000    0.000 byteflow.py:76(__init__)
       87    0.000    0.000    0.000    0.000 models.py:34(__init__)
       12    0.000    0.000    0.000    0.000 functions.py:206(format_error)
     21/7    0.000    0.000    0.000    0.000 _parser.py:178(getwidth)
       27    0.000    0.000    0.000    0.000 nrt.py:61(library)
      228    0.000    0.000    0.000    0.000 types.py:155(_to_string)
      276    0.000    0.000    0.000    0.000 byteflow.py:1670(outgoing_edges)
       10    0.000    0.000    0.000    0.000 containers.py:233(__init__)
      216    0.000    0.000    0.000    0.000 containers.py:294(<lambda>)
      111    0.000    0.000    0.000    0.000 dispatcher.py:182(__exit__)
      148    0.000    0.000    0.000    0.000 callconv.py:865(_get_excinfo_argument)
       27    0.000    0.000    0.000    0.000 {built-in method binascii.b2a_base64}
       70    0.000    0.000    0.000    0.000 {method 'center' of 'str' objects}
        2    0.000    0.000    0.000    0.000 interpreter.py:2743(op_UNARY_NEGATIVE)
       14    0.000    0.000    0.000    0.000 pickle.py:316(_getattribute)
      237    0.000    0.000    0.000    0.000 module.py:229(__iter__)
       51    0.000    0.000    0.000    0.000 controlflow.py:454(intersect)
       36    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       27    0.000    0.000    0.000    0.000 weakref.py:133(__getitem__)
        6    0.000    0.000    0.000    0.000 builtins.py:585(generic)
        3    0.000    0.000    0.000    0.000 ir.py:510(typed_getitem)
        2    0.000    0.000    0.000    0.000 builder.py:613(fcmp_unordered)
        4    0.000    0.000    0.000    0.000 untyped_passes.py:1054(get_call_args)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:632(cached)
      132    0.000    0.000    0.000    0.000 bytecode.py:89(is_jump)
      108    0.000    0.000    0.000    0.000 registry.py:25(target_context)
      146    0.000    0.000    0.000    0.000 typeinfer.py:123(get)
      195    0.000    0.000    0.000    0.000 functions.py:695(key)
      112    0.000    0.000    0.000    0.000 inline_closurecall.py:807(debug_print)
       69    0.000    0.000    0.000    0.000 analysis.py:375(Unknown)
       81    0.000    0.000    0.000    0.000 callconv.py:856(get_arguments)
       65    0.000    0.000    0.000    0.000 ir.py:1017(__init__)
        2    0.000    0.000    0.000    0.000 builder.py:550(neg)
       87    0.000    0.000    0.000    0.000 <frozen _collections_abc>:845(__init__)
       37    0.000    0.000    0.000    0.000 inspect.py:2848(__eq__)
       63    0.000    0.000    0.000    0.000 ir.py:882(__init__)
       27    0.000    0.000    0.000    0.000 codegen.py:893(_object_getbuffer_hook)
       29    0.000    0.000    0.000    0.000 ir_utils.py:28(mk_unique_var)
        2    0.000    0.000    0.000    0.000 base.py:796(get_struct_type)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:611(_get_cached)
        6    0.000    0.000    0.000    0.000 templates.py:1122(MethodTemplate)
      101    0.000    0.000    0.000    0.000 nrt.py:19(initialize)
      173    0.000    0.000    0.000    0.000 ssa.py:317(on_other)
      108    0.000    0.000    0.000    0.000 {built-in method builtins.bin}
      111    0.000    0.000    0.000    0.000 dispatcher.py:178(__enter__)
       35    0.000    0.000    0.000    0.000 byteflow.py:325(__init__)
       38    0.000    0.000    0.000    0.000 typeinfer.py:913(set_context)
        6    0.000    0.000    0.000    0.000 dispatcher.py:260(finalizer)
      183    0.000    0.000    0.000    0.000 byteflow.py:1835(terminate)
      152    0.000    0.000    0.000    0.000 byteflow.py:1830(get_varname)
       13    0.000    0.000    0.000    0.000 ssa.py:120(_compute_phi_locations)
       38    0.000    0.000    0.000    0.000 errors.py:484(__init__)
       56    0.000    0.000    0.000    0.000 registry.py:32(typing_context)
       16    0.000    0.000    0.000    0.000 arrayobj.py:75(ArrayStruct)
       36    0.000    0.000    0.000    0.000 bytecode.py:32(get_function_object)
        1    0.000    0.000    0.000    0.000 mathimpl.py:55(is_finite)
        1    0.000    0.000    0.000    0.000 builtins.py:423(constsized_len)
       24    0.000    0.000    0.000    0.000 traceback.py:299(__getitem__)
       30    0.000    0.000    0.000    0.000 byteflow.py:1653(__eq__)
        3    0.000    0.000    0.000    0.000 byteflow.py:1438(_unaryop)
       20    0.000    0.000    0.000    0.000 typeinfer.py:249(<genexpr>)
        8    0.000    0.000    0.000    0.000 scalars.py:108(can_convert_to)
        1    0.000    0.000    0.000    0.000 models.py:767(__init__)
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'numpy.ndarray' objects}
       90    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        2    0.000    0.000    0.000    0.000 inspect.py:2114(_signature_bound_method)
      164    0.000    0.000    0.000    0.000 dispatcher.py:64(normal_handler)
      192    0.000    0.000    0.000    0.000 functions.py:37(<lambda>)
        5    0.000    0.000    0.000    0.000 _parser.py:98(closegroup)
      171    0.000    0.000    0.000    0.000 containers.py:73(key)
      117    0.000    0.000    0.000    0.000 base.py:806(get_dummy_type)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:304(acquire)
        1    0.000    0.000    0.000    0.000 _compiler.py:511(_compile_info)
        2    0.000    0.000    0.000    0.000 builder.py:851(ret_void)
      149    0.000    0.000    0.000    0.000 functions.py:505(key)
        7    0.000    0.000    0.000    0.000 transforms.py:311(replace_target)
        4    0.000    0.000    0.000    0.000 byteflow.py:391(op_PUSH_NULL)
        8    0.000    0.000    0.000    0.000 _compiler.py:243(_optimize_charset)
       33    0.000    0.000    0.000    0.000 utils.py:263(push)
       80    0.000    0.000    0.000    0.000 cpu_options.py:147(is_never_inline)
       54    0.000    0.000    0.000    0.000 types.py:490(packed)
      153    0.000    0.000    0.000    0.000 models.py:245(from_data)
        1    0.000    0.000    0.000    0.000 dispatcher.py:803(_numba_type_)
      129    0.000    0.000    0.000    0.000 ir_utils.py:340(get_name_var_visit)
        1    0.000    0.000    0.000    0.000 numbers.py:1210(number_not_impl)
       46    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 ir.py:1575(get_assignee)
      110    0.000    0.000    0.000    0.000 abstract.py:439(literal_value)
       27    0.000    0.000    0.000    0.000 codegen.py:1040(resolve)
      147    0.000    0.000    0.000    0.000 context.py:21(_dispose)
        1    0.000    0.000    0.000    0.000 numbers.py:879(real_negate_impl)
       48    0.000    0.000    0.000    0.000 inspect.py:469(istraceback)
      102    0.000    0.000    0.000    0.000 entrypoints.py:23(init_all)
      133    0.000    0.000    0.000    0.000 interpreter.py:1475(do_change)
        1    0.000    0.000    0.000    0.000 byteflow.py:1274(op_BUILD_TUPLE)
      126    0.000    0.000    0.000    0.000 instructions.py:322(cond)
        1    0.000    0.000    0.000    0.000 byteflow.py:1265(op_UNPACK_SEQUENCE)
        1    0.000    0.000    0.000    0.000 numbers.py:458(int_negate_impl)
        1    0.000    0.000    0.000    0.000 numbers.py:349(int_uge_impl)
        7    0.000    0.000    0.000    0.000 misc.py:297(__init__)
        4    0.000    0.000    0.000    0.000 builtins.py:605(generic)
      165    0.000    0.000    0.000    0.000 models.py:248(from_argument)
        4    0.000    0.000    0.000    0.000 analysis.py:360(prune_by_predicate)
       34    0.000    0.000    0.000    0.000 utils.py:397(__iter__)
        7    0.000    0.000    0.000    0.000 tokenize.py:382(find_cookie)
       12    0.000    0.000    0.000    0.000 byteflow.py:944(op_END_FOR)
        9    0.000    0.000    0.000    0.000 copyreg.py:107(_slotnames)
        6    0.000    0.000    0.000    0.000 compiler_machinery.py:260(_patch_error)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        4    0.000    0.000    0.000    0.000 context.py:162(explain_function_type)
       35    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 interpreter.py:2758(op_UNARY_NOT)
       69    0.000    0.000    0.000    0.000 compiler_machinery.py:103(get_analysis)
       70    0.000    0.000    0.000    0.000 ir.py:261(__init__)
       11    0.000    0.000    0.000    0.000 models.py:548(get_return_type)
        9    0.000    0.000    0.000    0.000 misc.py:172(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:329(int_sge_impl)
       27    0.000    0.000    0.000    0.000 {built-in method numba.core.typeconv._typeconv.get_pointer}
       43    0.000    0.000    0.000    0.000 _parser.py:261(get)
       14    0.000    0.000    0.000    0.000 cloudpickle.py:195(_is_registered_pickle_by_value)
        1    0.000    0.000    0.000    0.000 functions.py:565(get_impl_key)
        1    0.000    0.000    0.000    0.000 numbers.py:1303(float_to_integer)
       36    0.000    0.000    0.000    0.000 models.py:45(get_data_type)
      129    0.000    0.000    0.000    0.000 cgutils.py:231(_cast_member_to_value)
        8    0.000    0.000    0.000    0.000 enumdecl.py:39(generic)
       27    0.000    0.000    0.000    0.000 dispatcher.py:250(_make_finalizer)
        1    0.000    0.000    0.000    0.000 interpreter.py:2659(op_BUILD_LIST)
       94    0.000    0.000    0.000    0.000 bytecode.py:271(<genexpr>)
        1    0.000    0.000    0.000    0.000 numbers.py:857(real_ge_impl)
      129    0.000    0.000    0.000    0.000 lowering.py:143(pre_block)
        1    0.000    0.000    0.000    0.000 interpreter.py:2654(op_BUILD_TUPLE)
      126    0.000    0.000    0.000    0.000 instructions.py:330(rhs)
       48    0.000    0.000    0.000    0.000 inspect.py:479(isframe)
        5    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       59    0.000    0.000    0.000    0.000 models.py:185(get_value_type)
       22    0.000    0.000    0.000    0.000 byteflow.py:304(_guard_with_as)
        1    0.000    0.000    0.000    0.000 setobj.py:1187(value)
      126    0.000    0.000    0.000    0.000 instructions.py:326(lhs)
      113    0.000    0.000    0.000    0.000 values.py:342(bitcast)
        3    0.000    0.000    0.000    0.000 overloads.py:24(wrapped)
      128    0.000    0.000    0.000    0.000 event.py:286(duration)
        7    0.000    0.000    0.000    0.000 static_raise.py:20(_break_constant)
       72    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
      114    0.000    0.000    0.000    0.000 values.py:526(_get_reference)
       48    0.000    0.000    0.000    0.000 {method 'co_positions' of 'code' objects}
       38    0.000    0.000    0.000    0.000 _parser.py:176(append)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:766(analyse_tuple)
        1    0.000    0.000    0.000    0.000 hashing.py:154(impl)
       54    0.000    0.000    0.000    0.000 utils.py:213(use_new_style_errors)
      138    0.000    0.000    0.000    0.000 byteflow.py:1663(instructions)
       23    0.000    0.000    0.000    0.000 {method 'from_address' of '_ctypes.PyCArrayType' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1588(_get_spec)
       38    0.000    0.000    0.000    0.000 context.py:108(__init__)
       14    0.000    0.000    0.000    0.000 cgutils.py:308(__setattr__)
      107    0.000    0.000    0.000    0.000 ir.py:1048(infer_constant)
       52    0.000    0.000    0.000    0.000 {built-in method sys.audit}
       66    0.000    0.000    0.000    0.000 dis.py:431(_is_backward_jump)
      100    0.000    0.000    0.000    0.000 imputils.py:443(impl_ret_untracked)
      138    0.000    0.000    0.000    0.000 byteflow.py:1680(outgoing_phis)
       52    0.000    0.000    0.000    0.000 llvm_bindings.py:16(_inlining_threshold)
      100    0.000    0.000    0.000    0.000 containers.py:412(key)
       95    0.000    0.000    0.000    0.000 interpreter.py:1782(code_names)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:857(_replace_returns)
       32    0.000    0.000    0.000    0.000 ir_utils.py:1325(find_single_branch)
        1    0.000    0.000    0.000    0.000 mathimpl.py:92(negate_real)
        1    0.000    0.000    0.000    0.000 numbers.py:624(real_mul_impl)
      102    0.000    0.000    0.000    0.000 ir.py:767(get_targets)
        2    0.000    0.000    0.000    0.000 base.py:522(get_constant_null)
       48    0.000    0.000    0.000    0.000 traceback.py:265(__init__)
        3    0.000    0.000    0.000    0.000 ir.py:417(unary)
        7    0.000    0.000    0.000    0.000 inline_closurecall.py:62(_created_inlined_var_name)
        1    0.000    0.000    0.000    0.000 numbers.py:619(real_sub_impl)
       36    0.000    0.000    0.000    0.000 functools.py:421(_unwrap_partial)
        1    0.000    0.000    0.000    0.000 byteflow.py:1319(op_BUILD_LIST)
       68    0.000    0.000    0.000    0.000 codegen.py:1143(target_data)
        2    0.000    0.000    0.000    0.000 npyfuncs.py:28(_check_arity_and_homogeneity)
       18    0.000    0.000    0.000    0.000 types.py:252(intrinsic_name)
       27    0.000    0.000    0.000    0.000 module.py:110(get_named_metadata)
        2    0.000    0.000    0.000    0.000 inspect.py:2140(_signature_is_builtin)
      126    0.000    0.000    0.000    0.000 containers.py:328(<genexpr>)
       24    0.000    0.000    0.000    0.000 containers.py:572(is_precise)
       87    0.000    0.000    0.000    0.000 misc.py:314(key)
        8    0.000    0.000    0.000    0.000 pythonapi.py:1336(get_null_object)
        6    0.000    0.000    0.000    0.000 byteflow.py:462(op_COPY_FREE_VARS)
       35    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        2    0.000    0.000    0.000    0.000 enum.py:1562(__and__)
       91    0.000    0.000    0.000    0.000 containers.py:619(key)
      138    0.000    0.000    0.000    0.000 byteflow.py:1689(blockstack_initial)
       70    0.000    0.000    0.000    0.000 byteflow.py:1917(pop_kw_names)
      101    0.000    0.000    0.000    0.000 models.py:347(has_nrt_meminfo)
       70    0.000    0.000    0.000    0.000 pythonapi.py:31(decorator)
        4    0.000    0.000    0.000    0.000 imputils.py:450(force_error_model)
       15    0.000    0.000    0.000    0.000 byteflow.py:442(op_POP_TOP)
        8    0.000    0.000    0.000    0.000 listdecl.py:90(generic)
       33    0.000    0.000    0.000    0.000 cpu_options.py:53(__bool__)
       16    0.000    0.000    0.000    0.000 models.py:191(get_return_type)
        1    0.000    0.000    0.000    0.000 cgutils.py:506(do_break)
        2    0.000    0.000    0.000    0.000 inspect.py:1835(getattr_static)
      100    0.000    0.000    0.000    0.000 misc.py:331(key)
       57    0.000    0.000    0.000    0.000 models.py:698(get_model)
       69    0.000    0.000    0.000    0.000 typeinfer.py:217(__init__)
       36    0.000    0.000    0.000    0.000 inspect.py:493(iscode)
       27    0.000    0.000    0.000    0.000 typed_passes.py:517(lowering_class)
        4    0.000    0.000    0.000    0.000 ir.py:758(__str__)
        2    0.000    0.000    0.000    0.000 builtins.py:562(generic)
       61    0.000    0.000    0.000    0.000 types.py:482(packed)
        9    0.000    0.000    0.000    0.000 byteflow.py:1235(op_COPY)
        6    0.000    0.000    0.000    0.000 utils.py:169(shutting_down)
       40    0.000    0.000    0.000    0.000 base.py:74(<lambda>)
       47    0.000    0.000    0.000    0.000 types.py:292(__new__)
        8    0.000    0.000    0.000    0.000 npydecl.py:261(generic)
       24    0.000    0.000    0.000    0.000 removerefctpass.py:15(__init__)
       33    0.000    0.000    0.000    0.000 config.py:184(validate)
       78    0.000    0.000    0.000    0.000 typeinfer.py:1777(propagate_finished)
       35    0.000    0.000    0.000    0.000 inline_closurecall.py:81(__init__)
       23    0.000    0.000    0.000    0.000 funcdesc.py:126(llvm_cfunc_wrapper_name)
        7    0.000    0.000    0.000    0.000 ir.py:1341(verify)
        4    0.000    0.000    0.000    0.000 analysis.py:322(do_prune)
       50    0.000    0.000    0.000    0.000 models.py:718(inner_models)
       97    0.000    0.000    0.000    0.000 models.py:350(get_nrt_meminfo)
       27    0.000    0.000    0.000    0.000 utils.py:455(__len__)
       23    0.000    0.000    0.000    0.000 codegen.py:1082(is_symbol_defined)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:802(spec_from_file_location)
       34    0.000    0.000    0.000    0.000 _parser.py:164(__len__)
       60    0.000    0.000    0.000    0.000 templates.py:1065(_resolve)
       27    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 setobj.py:397(value)
        3    0.000    0.000    0.000    0.000 ir.py:433(build_tuple)
       69    0.000    0.000    0.000    0.000 controlflow.py:286(dead_nodes)
       35    0.000    0.000    0.000    0.000 compiler_machinery.py:36(__init__)
       60    0.000    0.000    0.000    0.000 inline_closurecall.py:328(check)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
       54    0.000    0.000    0.000    0.000 __init__.py:669(update)
       55    0.000    0.000    0.000    0.000 _parser.py:240(__next)
       29    0.000    0.000    0.000    0.000 {built-in method _operator.not_}
       23    0.000    0.000    0.000    0.000 codegen.py:620(enable_object_caching)
       35    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        5    0.000    0.000    0.000    0.000 misc.py:150(__init__)
        8    0.000    0.000    0.000    0.000 _compiler.py:216(_compile_charset)
        2    0.000    0.000    0.000    0.000 inspect.py:304(ismethoddescriptor)
        7    0.000    0.000    0.000    0.000 module.py:219(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:162(__enter__)
        2    0.000    0.000    0.000    0.000 inspect.py:1796(_check_class)
       52    0.000    0.000    0.000    0.000 base.py:290(get_env_name)
        7    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
       35    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        2    0.000    0.000    0.000    0.000 values.py:920(_to_list)
       78    0.000    0.000    0.000    0.000 typeinfer.py:1774(propagate_started)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:828(_replace_args_with)
       27    0.000    0.000    0.000    0.000 nrt.py:48(_init_guard)
       56    0.000    0.000    0.000    0.000 options.py:15(<lambda>)
        1    0.000    0.000    0.000    0.000 listobj.py:175(value)
        4    0.000    0.000    0.000    0.000 module.py:85(add_named_metadata)
       48    0.000    0.000    0.000    0.000 common.py:32(yield_type)
       32    0.000    0.000    0.000    0.000 base.py:37(__init__)
       14    0.000    0.000    0.000    0.000 cloudpickle.py:209(_whichmodule)
       13    0.000    0.000    0.000    0.000 controlflow.py:704(<lambda>)
       12    0.000    0.000    0.000    0.000 {built-in method numpy.promote_types}
        4    0.000    0.000    0.000    0.000 ir.py:1030(__deepcopy__)
        1    0.000    0.000    0.000    0.000 hashing.py:152(_fpext)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:879(_add_definitions)
       33    0.000    0.000    0.000    0.000 _parser.py:256(match)
        7    0.000    0.000    0.000    0.000 ir.py:750(__init__)
       66    0.000    0.000    0.000    0.000 abstract.py:151(can_convert_from)
        4    0.000    0.000    0.000    0.000 types.py:145(intrinsic_name)
       56    0.000    0.000    0.000    0.000 context.py:148(init)
       27    0.000    0.000    0.000    0.000 models.py:188(get_data_type)
       56    0.000    0.000    0.000    0.000 ir.py:738(get_targets)
        8    0.000    0.000    0.000    0.000 dufunc.py:247(types)
       33    0.000    0.000    0.000    0.000 transforms.py:742(consolidate_multi_exit_withs)
       40    0.000    0.000    0.000    0.000 dufunc.py:231(nin)
        5    0.000    0.000    0.000    0.000 _parser.py:86(opengroup)
       40    0.000    0.000    0.000    0.000 numbers.py:1217(bool_as_bool)
        4    0.000    0.000    0.000    0.000 builtins.py:466(bool_none)
        4    0.000    0.000    0.000    0.000 values.py:895(add)
       34    0.000    0.000    0.000    0.000 ssa.py:38(__init__)
       19    0.000    0.000    0.000    0.000 types.py:462(gep)
       11    0.000    0.000    0.000    0.000 templates.py:1213(MethodTemplate)
       55    0.000    0.000    0.000    0.000 debuginfo.py:66(mark_variable)
       29    0.000    0.000    0.000    0.000 controlflow.py:170(immediate_dominators)
       12    0.000    0.000    0.000    0.000 byteflow.py:1745(get_tos)
       64    0.000    0.000    0.000    0.000 models.py:236(as_data)
       54    0.000    0.000    0.000    0.000 codegen.py:553(name)
       23    0.000    0.000    0.000    0.000 context.py:30(__init__)
        2    0.000    0.000    0.000    0.000 inspect.py:2154(_signature_is_functionlike)
       16    0.000    0.000    0.000    0.000 containers.py:463(is_precise)
       48    0.000    0.000    0.000    0.000 interpreter.py:1774(code_consts)
        5    0.000    0.000    0.000    0.000 _compiler.py:398(_simple)
       12    0.000    0.000    0.000    0.000 tokenize.py:488(generate_tokens)
       14    0.000    0.000    0.000    0.000 types.py:494(__len__)
        6    0.000    0.000    0.000    0.000 context.py:518(on_disposal)
        4    0.000    0.000    0.000    0.000 {method '__getstate__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 ir.py:518(static_getitem)
       16    0.000    0.000    0.000    0.000 npytypes.py:463(mangling_args)
        2    0.000    0.000    0.000    0.000 pythonapi.py:201(get_env_manager)
        8    0.000    0.000    0.000    0.000 imputils.py:37(decorate)
       27    0.000    0.000    0.000    0.000 llvm_pass_timings.py:288(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:124(setdefault)
       12    0.000    0.000    0.000    0.000 containers.py:278(__len__)
        7    0.000    0.000    0.000    0.000 ir.py:735(__str__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
       18    0.000    0.000    0.000    0.000 _parser.py:293(tell)
       62    0.000    0.000    0.000    0.000 inspect.py:3083(return_annotation)
        1    0.000    0.000    0.000    0.000 hashing.py:161(_prng_random_hash)
       38    0.000    0.000    0.000    0.000 typeinfer.py:141(__init__)
        8    0.000    0.000    0.000    0.000 _parser.py:372(_escape)
       39    0.000    0.000    0.000    0.000 inline_closurecall.py:813(_debug_dump)
       27    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
       58    0.000    0.000    0.000    0.000 cgutils.py:234(_cast_member_from_value)
       33    0.000    0.000    0.000    0.000 parfor.py:747(has_setup)
       12    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        3    0.000    0.000    0.000    0.000 hashing.py:53(ol_defer_hash)
       30    0.000    0.000    0.000    0.000 ir.py:1252(has_parent)
        3    0.000    0.000    0.000    0.000 builtins.py:70(opaque_is)
        3    0.000    0.000    0.000    0.000 hashing.py:66(hash_overload)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
       10    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.array}
       38    0.000    0.000    0.000    0.000 errors.py:527(__enter__)
       27    0.000    0.000    0.000    0.000 dispatcher.py:175(__init__)
       33    0.000    0.000    0.000    0.000 compiler.py:328(__init__)
       35    0.000    0.000    0.000    0.000 byteflow.py:1957(__init__)
        1    0.000    0.000    0.000    0.000 ir.py:501(getitem)
        6    0.000    0.000    0.000    0.000 npyimpl.py:457(_unpack_output_types)
       29    0.000    0.000    0.000    0.000 __init__.py:609(__missing__)
       20    0.000    0.000    0.000    0.000 typeof.py:153(_typeof_str)
       35    0.000    0.000    0.000    0.000 callconv.py:912(__init__)
        7    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        7    0.000    0.000    0.000    0.000 static_raise.py:17(_is_exception_type)
       37    0.000    0.000    0.000    0.000 imputils.py:425(impl_ret_new_ref)
        3    0.000    0.000    0.000    0.000 transforms.py:290(new_block_id)
       29    0.000    0.000    0.000    0.000 dispatcher.py:121(_get_implementation)
        9    0.000    0.000    0.000    0.000 builtins.py:985(ol_hasattr)
        2    0.000    0.000    0.000    0.000 callwrapper.py:212(_simplified_return_type)
