GUID,Column Mark No,X,Y,Z Base,Z Top,Type Name,Shape,B,H
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a575,,13606.52,-12672,85750.11,89200.14,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a579,,32406.52,-13272,85750.11,89200.14,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a580,,32406.52,-20000,85750.09,89200.12,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a582,,5021.52,-22092,85750.09,89200.12,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a585,,-43.47,-22092,85750.09,89200.12,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a588,,5021.52,-13372,85750.09,89200.12,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a589,,6.53,-13372,85750.09,89200.12,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a58d,,21171.52,-25722,85750.03,89200.06,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a590,,24841.52,-25722,85750.03,89200.06,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a594,,50540.62,-27467.5,89200.01,92649.73,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a597,,5506.52,-2272,89200.1,92649.83,Column Circular Concrete_HERA22,Circular,750,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a59a,,-1088.46,-27440.91,89200.06,92649.78,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a59d,,4710.8,-27414.36,89200.06,92649.78,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a59e,,12922.57,-27412.36,89200.06,92649.78,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a59f,,40812.08,-27414.09,89200.06,92649.78,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5a0,,32397.75,-27408.56,89200.06,92649.78,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5a4,,45711.52,-5171.97,89200.1,92649.83,Column Circular Concrete_HERA22,Circular,850,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5a5,,12916.52,-18972,89200.12,92649.84,Column Rectangular Precast Concrete_HERA22,Rectangle,500,1000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5ab,,13606.52,-12672,89200.14,92649.87,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5af,,32406.52,-13272,89200.14,92649.87,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5b6,,32406.52,-20000,89200.12,92649.84,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5b8,,5021.52,-22092,89200.12,92649.84,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5bb,,-43.47,-22092,89200.12,92649.84,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5be,,5021.52,-13372,89200.12,92649.84,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5bf,,6.53,-13372,89200.12,92649.84,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5c3,,21171.52,-25722,89200.06,92649.78,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5c6,,24841.52,-25722,89200.06,92649.78,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5ca,,50540.62,-27467.5,92649.73,96099.76,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5cd,,5506.52,-2272,92649.83,96099.86,Column Circular Concrete_HERA22,Circular,750,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5d0,,-1088.46,-27440.91,92649.78,96099.81,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5d3,,4710.8,-27414.36,92649.78,96099.81,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5d4,,12922.57,-27412.36,92649.78,96099.81,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5d5,,40812.08,-27414.09,92649.78,96099.81,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5d6,,32397.75,-27408.56,92649.78,96099.81,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5da,,45711.52,-5171.97,92649.83,96099.86,Column Circular Concrete_HERA22,Circular,850,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5db,,12916.52,-18972,92649.84,96099.87,Column Rectangular Precast Concrete_HERA22,Rectangle,500,1000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5e1,,13606.52,-12672,92649.87,96099.9,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5e5,,32406.52,-13272,92649.87,96099.9,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5ec,,32406.52,-20000,92649.84,96099.87,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5ee,,5021.52,-22092,92649.84,96099.87,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5f1,,-43.47,-22092,92649.84,96099.87,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5f4,,5021.52,-13372,92649.84,96099.87,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5f5,,6.53,-13372,92649.84,96099.87,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5f9,,21171.52,-25722,92649.78,96099.81,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a5fc,,24841.52,-25722,92649.78,96099.81,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a600,,50540.62,-27467.5,96099.76,99549.79,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a603,,5506.52,-2272,96099.86,99549.89,Column Circular Concrete_HERA22,Circular,750,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a606,,-1088.46,-27440.91,96099.81,99549.83,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a609,,4710.8,-27414.36,96099.81,99549.83,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a60a,,12922.57,-27412.36,96099.81,99549.83,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a60b,,40812.08,-27414.09,96099.81,99549.83,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a60c,,32397.75,-27408.56,96099.81,99549.83,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a610,,45711.52,-5171.97,96099.86,99549.89,Column Circular Concrete_HERA22,Circular,850,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a611,,12916.52,-18972,96099.87,99549.9,Column Rectangular Precast Concrete_HERA22,Rectangle,500,1000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a617,,13606.52,-12672,96099.9,99549.93,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a61b,,32406.52,-13272,96099.9,99549.93,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a622,,32406.52,-20000,96099.87,99549.9,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a624,,5021.52,-22092,96099.87,99549.9,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a627,,-43.47,-22092,96099.87,99549.9,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a62a,,5021.52,-13372,96099.87,99549.9,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a62b,,6.53,-13372,96099.87,99549.9,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a62f,,21171.52,-25722,96099.81,99549.83,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a632,,24841.52,-25722,96099.81,99549.83,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a636,,50540.62,-27467.5,99549.79,102999.82,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a639,,5506.52,-2272,99549.89,102999.91,Column Circular Concrete_HERA22,Circular,750,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a63c,,-1088.46,-27440.91,99549.83,102999.86,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a63f,,4710.8,-27414.36,99549.83,102999.86,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a640,,12922.57,-27412.36,99549.83,102999.86,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a641,,40812.08,-27414.09,99549.83,102999.86,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a642,,32397.75,-27408.56,99549.83,102999.86,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a646,,45711.52,-5171.97,99549.89,102999.91,Column Circular Concrete_HERA22,Circular,850,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a647,,12916.52,-18972,99549.9,102999.93,Column Rectangular Precast Concrete_HERA22,Rectangle,500,1000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a64d,,13606.52,-12672,99549.93,102999.96,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a651,,32406.52,-13272,99549.93,102999.96,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a658,,32406.52,-20000,99549.9,102999.93,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a65a,,5021.52,-22092,99549.9,102999.93,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a65d,,-43.47,-22092,99549.9,102999.93,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a660,,5021.52,-13372,99549.9,102999.93,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a661,,6.53,-13372,99549.9,102999.93,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a665,,21171.52,-25722,99549.83,102999.86,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a668,,24841.52,-25722,99549.83,102999.86,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a66c,,50540.62,-27467.5,102999.82,106449.85,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a66f,,5506.52,-2272,102999.91,106449.94,Column Circular Concrete_HERA22,Circular,750,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a672,,-1088.46,-27440.91,102999.86,106449.89,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a675,,4710.8,-27414.36,102999.86,106449.89,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a676,,12922.57,-27412.36,102999.86,106449.89,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a677,,40812.08,-27414.09,102999.86,106449.89,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a678,,32397.75,-27408.56,102999.86,106449.89,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a67c,,45711.52,-5171.97,102999.91,106449.94,Column Circular Concrete_HERA22,Circular,850,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a67d,,12916.52,-18972,102999.93,106449.96,Column Rectangular Precast Concrete_HERA22,Rectangle,500,1000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a683,,13606.52,-12672,102999.96,106450,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a687,,32406.52,-13272,102999.96,106450,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a68e,,32406.52,-20000,102999.93,106449.96,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a690,,5021.52,-22092,102999.93,106449.96,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a693,,-43.47,-22092,102999.93,106449.96,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a696,,5021.52,-13372,102999.93,106449.96,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a697,,6.53,-13372,102999.93,106449.96,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a69b,,21171.52,-25722,102999.86,106449.89,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a69e,,24841.52,-25722,102999.86,106449.89,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6a2,,50540.62,-27467.5,106449.85,109899.88,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6a5,,5506.52,-2272,106449.94,109899.97,Column Circular Concrete_HERA22,Circular,750,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6a8,,-1088.46,-27440.91,106449.89,109899.91,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6ab,,4710.8,-27414.36,106449.89,109899.91,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6ac,,12922.57,-27412.36,106449.89,109899.91,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6ad,,40812.08,-27414.09,106449.89,109899.91,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6ae,,32397.75,-27408.56,106449.89,109899.91,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6b2,,45711.52,-5171.97,106449.94,109899.97,Column Circular Concrete_HERA22,Circular,850,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6b3,,12916.52,-18972,106449.96,109899.99,Column Rectangular Precast Concrete_HERA22,Rectangle,500,1000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6b9,,13606.52,-12672,106450,109900.03,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6bd,,32406.52,-13272,106450,109900.03,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6c4,,32406.52,-20000,106449.96,109899.99,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6c6,,5021.52,-22092,106449.96,109899.99,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6c9,,-43.47,-22092,106449.96,109899.99,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6cc,,5021.52,-13372,106449.96,109899.99,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6cd,,6.53,-13372,106449.96,109899.99,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6d1,,21171.52,-25722,106449.89,109899.91,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6d4,,24841.52,-25722,106449.89,109899.91,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6d8,,50540.62,-27467.5,109899.88,113349.91,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6db,,5506.52,-2272,109899.97,113350,Column Circular Concrete_HERA22,Circular,750,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6de,,-1088.46,-27440.91,109899.91,113349.94,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6e1,,4710.8,-27414.36,109899.91,113349.94,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6e2,,12922.57,-27412.36,109899.91,113349.94,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6e3,,40812.08,-27414.09,109899.91,113349.94,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6e4,,32397.75,-27408.56,109899.91,113349.94,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6e8,,45711.52,-5171.97,109899.97,113350,Column Circular Concrete_HERA22,Circular,850,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6e9,,12916.52,-18972,109899.99,113350.02,Column Rectangular Precast Concrete_HERA22,Rectangle,500,1000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6ef,,13606.52,-12672,109900.03,113350.06,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6f3,,32406.52,-13272,109900.03,113350.06,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6fa,,32406.52,-20000,109899.99,113350.02,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6fc,,5021.52,-22092,109899.99,113350.02,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a6ff,,-43.47,-22092,109899.99,113350.02,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a702,,5021.52,-13372,109899.99,113350.02,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a703,,6.53,-13372,109899.99,113350.02,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a707,,21171.52,-25722,109899.91,113349.94,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a70a,,24841.52,-25722,109899.91,113349.94,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a70e,,50540.62,-27467.5,113349.91,116799.94,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a711,,5506.52,-2272,113350,116800.03,Column Circular Concrete_HERA22,Circular,750,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a714,,-1088.46,-27440.91,113349.94,116799.96,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a717,,4710.8,-27414.36,113349.94,116799.96,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a718,,12922.57,-27412.36,113349.94,116799.96,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a719,,40812.08,-27414.09,113349.94,116799.96,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a71a,,32397.75,-27408.56,113349.94,116799.96,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a71e,,45711.52,-5171.97,113350,116800.03,Column Circular Concrete_HERA22,Circular,850,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a71f,,12916.52,-18972,113350.02,116800.05,Column Rectangular Precast Concrete_HERA22,Rectangle,500,1000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a725,,13606.52,-12672,113350.06,116800.09,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a729,,32406.52,-13272,113350.06,116800.09,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a730,,32406.52,-20000,113350.02,116800.05,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a732,,5021.52,-22092,113350.02,116800.05,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a735,,-43.47,-22092,113350.02,116800.05,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a738,,5021.52,-13372,113350.02,116800.05,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a739,,6.53,-13372,113350.02,116800.05,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a73d,,21171.52,-25722,113349.94,116799.96,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a740,,24841.52,-25722,113349.94,116799.96,Column Rectangular Precast Concrete_HERA22,Rectangle,300,2000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a744,,50540.62,-27467.5,116799.94,120249.97,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a747,,5506.52,-2272,116800.03,120250.06,Column Circular Concrete_HERA22,Circular,750,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a74a,,-1088.46,-27440.91,116799.96,120249.99,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a74d,,4710.8,-27414.36,116799.96,120249.99,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a74e,,12922.57,-27412.36,116799.96,120249.99,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a74f,,40812.08,-27414.09,116799.96,120249.99,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a750,,32397.75,-27408.56,116799.96,120249.99,Column Rectangular Precast Concrete_HERA22,Rectangle,450,800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a754,,45711.52,-5171.97,116800.03,120250.06,Column Circular Concrete_HERA22,Circular,850,0
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a755,,12916.52,-18972,116800.05,120250.08,Column Rectangular Precast Concrete_HERA22,Rectangle,500,1000
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a75b,,13606.52,-12672,116800.09,120250.12,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a75f,,32406.52,-13272,116800.09,120250.12,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a766,,32406.52,-20000,116800.05,120250.08,Column Rectangular Precast Concrete_HERA22,Rectangle,300,1800
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a768,,5021.52,-22092,116800.05,120250.08,Column Rectangular Precast Concrete_HERA22,Rectangle,400,2500
cb889803-067b-4ec1-a0d2-92177ebcc65f-0015a76b,,-43.47,-22092,116800.05,120250.08,Column Rectangular Precast Concrete_HERA22,Rectangle,400,1200
